InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV115027,NOTE813,Notebook A4,1,2023-10-04 08:09:16,24.56,C2476,USA,24.56
INV115028,BOOK695,Technical Book,2,2023-09-05 09:23:59,32.3,C2982,France,64.6
INV115029,BOOK561,Technical Book,2,2023-12-29 11:55:09,53.81,C1499,Australia,107.62
INV115030,PHONEC251,Phone Charger,2,2023-05-08 17:49:04,27.87,C2080,USA,55.74
INV115031,NOTE177,Notebook A4,4,2023-05-15 01:05:37,28.86,C1453,Canada,115.44
INV115032,PHONEC378,Phone Charger,1,2021-12-15 12:50:08,2.02,C1170,Netherlands,2.02
INV115033,HEADPH628,Headphones,1,2021-06-15 10:25:48,24.69,C2551,Spain,24.69
INV115034,BAG811,Reusable Bag,4,2023-02-11 03:07:30,23.33,C1046,United Kingdom,93.32
INV115035,HEADPH397,Headphones,3,2021-07-02 17:36:21,48.01,C1199,USA,144.03
INV115036,PEN286,"Pen, Blue Ink",3,2022-08-29 22:18:00,34.87,C2861,Spain,104.60999999999999
INV115037,USB595,Usb Flash Drive,1,2021-02-19 08:32:43,16.09,C2077,Netherlands,16.09
INV115038,BAG877,Reusable Bag,2,2020-02-20 12:02:38,29.11,C1299,United Kingdom,58.22
INV115039,PEN270,"Pen, Blue Ink",2,2023-12-10 16:49:24,7.29,C1309,United Kingdom,14.58
INV115040,LAMP645,Desk Lamp,2,2021-05-11 04:26:52,28.93,C1832,United Kingdom,57.86
INV115041,PHONEC820,Phone Charger,1,2021-11-26 06:18:21,14.11,C2637,United Kingdom,14.11
INV115042,PHONEC478,Phone Charger,3,2022-06-10 05:10:15,32.88,C2925,United Kingdom,98.64000000000001
INV115043,BOOK370,Technical Book,1,2021-03-13 21:09:11,15.82,C1733,France,15.82
INV115044,HEADPH236,Headphones,1,2021-07-31 06:46:03,19.0,C2100,United Kingdom,19.0
INV115045,TSHIRT704,Company T-Shirt,3,2023-04-14 02:05:19,41.02,C2492,United Kingdom,123.06
INV115046,BAG495,Reusable Bag,4,2021-06-04 05:11:24,39.62,C2765,United Kingdom,158.48
INV115047,MUG997,Coffee Mug,1,2022-04-18 08:04:10,48.56,C2197,Australia,48.56
INV115048,TSHIRT106,Company T-Shirt,2,2023-02-22 07:39:23,21.76,C1521,United Kingdom,43.52
INV115049,PEN445,"Pen, Blue Ink",1,2022-01-28 11:13:26,8.19,C2857,France,8.19
INV115050,PHONEC111,Phone Charger,1,2023-06-05 14:11:39,6.61,C2956,Spain,6.61
INV115051,HEADPH664,Headphones,2,2022-10-01 06:09:21,16.14,C1461,Spain,32.28
INV115052,USB513,Usb Flash Drive,4,2023-08-07 15:48:04,13.27,C2022,Canada,53.08
INV115053,HEADPH446,Headphones,3,2021-02-02 11:16:19,35.0,C1048,Germany,105.0
INV115054,HEADPH575,Headphones,3,2020-09-11 00:50:55,17.45,C2525,United Kingdom,52.349999999999994
INV115055,PEN431,"Pen, Blue Ink",4,2022-04-16 12:48:08,12.32,C2050,Canada,49.28
INV115056,BOOK237,Technical Book,4,2021-09-13 17:20:32,12.8,C1352,Spain,51.2
INV115057,TSHIRT908,Company T-Shirt,1,2022-04-24 10:40:34,48.74,C1157,USA,48.74
INV115058,PEN466,"Pen, Blue Ink",3,2022-07-02 14:21:52,5.56,C1310,United Kingdom,16.68
INV115059,BOOK457,Technical Book,1,2022-03-19 16:34:16,28.31,C2174,Spain,28.31
INV115060,BAG884,Reusable Bag,3,2021-09-05 08:18:12,5.32,C2414,Germany,15.96
INV115061,HEADPH864,Headphones,2,2022-06-23 13:50:27,40.49,C1555,United Kingdom,80.98
INV115062,LAMP789,Desk Lamp,4,2022-02-27 14:51:02,5.77,C1812,United Kingdom,23.08
INV115063,BOOK105,Technical Book,2,2020-09-02 06:37:07,15.8,C2125,Germany,31.6
INV115064,USB608,Usb Flash Drive,1,2023-06-28 17:58:18,31.41,C2963,United Kingdom,31.41
INV115065,TSHIRT734,Company T-Shirt,3,2020-04-26 09:11:43,7.04,C1986,Netherlands,21.12
INV115066,PEN712,"Pen, Blue Ink",7,2022-03-21 23:23:47,11.71,C2651,United Kingdom,81.97
INV115067,NOTE188,Notebook A4,3,2023-05-21 04:31:30,16.31,C2699,Germany,48.92999999999999
INV115068,BOOK731,Technical Book,3,2021-12-04 06:27:42,22.96,C1764,United Kingdom,68.88
INV115069,PHONEC294,Phone Charger,3,2020-09-11 22:56:44,23.59,C1932,Australia,70.77
INV115070,PHONEC543,Phone Charger,4,2020-01-23 09:41:36,23.21,C1529,Canada,92.84
INV115071,LAMP669,Desk Lamp,1,2021-03-24 07:14:50,15.19,C2882,Spain,15.19
INV115072,PEN574,"Pen, Blue Ink",4,2020-11-05 22:45:58,44.65,C1695,Spain,178.6
INV115073,MUG306,Coffee Mug,4,2023-10-15 14:01:41,12.03,C2968,United Kingdom,48.12
INV115074,NOTE333,Notebook A4,5,2021-06-25 03:16:07,10.1,C2778,United Kingdom,50.5
INV115075,PEN561,"Pen, Blue Ink",1,2021-01-30 22:02:57,8.62,C2984,United Kingdom,8.62
INV115076,USB937,Usb Flash Drive,1,2020-06-15 10:54:51,13.04,C2733,United Kingdom,13.04
INV115077,NOTE124,Notebook A4,1,2020-05-31 21:11:03,17.01,C1032,United Kingdom,17.01
INV115078,HEADPH657,Headphones,5,2021-04-16 15:12:38,36.42,C2943,Netherlands,182.10000000000002
INV115079,BAG417,Reusable Bag,2,2022-07-20 23:22:33,33.29,C2385,United Kingdom,66.58
INV115080,BOOK442,Technical Book,3,2020-09-06 04:12:31,25.38,C1950,Spain,76.14
INV115081,TSHIRT886,Company T-Shirt,1,2023-04-11 17:23:33,2.47,C2503,United Kingdom,2.47
INV115082,TSHIRT631,Company T-Shirt,2,2020-01-20 00:07:00,42.32,C2789,France,84.64
INV115083,PEN193,"Pen, Blue Ink",3,2021-12-31 05:08:26,8.02,C2696,United Kingdom,24.06
INV115084,HEADPH593,Headphones,2,2022-05-16 15:00:51,27.78,C1042,United Kingdom,55.56
INV115085,NOTE498,Notebook A4,1,2023-06-11 19:21:32,10.09,C2436,United Kingdom,10.09
INV115086,TSHIRT349,Company T-Shirt,2,2021-12-24 07:20:27,21.5,C1780,Netherlands,43.0
INV115087,BAG146,Reusable Bag,1,2021-02-21 04:28:17,40.16,C1933,France,40.16
INV115088,TSHIRT125,Company T-Shirt,4,2022-06-15 14:33:37,8.2,C2684,United Kingdom,32.8
INV115089,PEN568,"Pen, Blue Ink",2,2022-08-19 16:08:59,16.59,C1176,Netherlands,33.18
INV115090,BAG519,Reusable Bag,3,2021-04-27 21:02:26,51.77,C1752,Spain,155.31
INV115091,TSHIRT592,Company T-Shirt,2,2020-07-04 05:59:52,27.3,C1553,Germany,54.6
INV115092,HEADPH665,Headphones,2,2023-03-10 19:30:41,4.85,C1756,Spain,9.7
INV115093,MUG723,Coffee Mug,4,2020-04-26 22:21:50,28.87,C1937,Canada,115.48
INV115094,USB173,Usb Flash Drive,1,2020-12-01 13:15:48,4.92,C1403,USA,4.92
INV115095,LAMP950,Desk Lamp,5,2022-12-22 16:31:13,13.65,C2954,Australia,68.25
INV115096,BOOK110,Technical Book,1,2022-10-18 02:03:00,26.35,C1639,United Kingdom,26.35
INV115097,PHONEC939,Phone Charger,3,2022-07-30 01:34:39,32.02,C1724,Germany,96.06
INV115098,PHONEC569,Phone Charger,2,2020-02-09 20:27:15,6.07,C1271,USA,12.14
INV115099,NOTE300,Notebook A4,1,2020-09-03 14:16:05,19.43,C1561,United Kingdom,19.43
INV115100,PEN642,"Pen, Blue Ink",2,2020-07-05 00:19:25,37.89,C1151,United Kingdom,75.78
INV115101,USB870,Usb Flash Drive,3,2021-02-01 12:29:34,8.8,C1211,Netherlands,26.400000000000002
INV115102,MUG122,Coffee Mug,1,2022-07-08 20:15:46,1.28,C2299,Netherlands,1.28
INV115103,USB621,Usb Flash Drive,2,2022-04-16 01:21:48,6.31,C2488,United Kingdom,12.62
INV115104,PHONEC187,Phone Charger,2,2023-09-13 10:30:13,27.55,C1394,United Kingdom,55.1
INV115105,MUG930,Coffee Mug,2,2023-01-20 11:21:09,20.58,C1787,United Kingdom,41.16
INV115106,TSHIRT388,Company T-Shirt,3,2021-06-22 15:58:02,27.3,C2226,United Kingdom,81.9
INV115107,USB270,Usb Flash Drive,1,2022-10-11 21:05:33,8.52,C1059,United Kingdom,8.52
INV115108,NOTE685,Notebook A4,4,2023-01-15 07:12:01,34.19,C2357,United Kingdom,136.76
INV115109,PHONEC641,Phone Charger,1,2021-12-06 07:09:02,11.74,C1850,United Kingdom,11.74
INV115110,USB816,Usb Flash Drive,1,2022-02-07 04:35:19,18.86,C1388,USA,18.86
INV115111,USB883,Usb Flash Drive,1,2020-06-18 16:57:43,25.43,C2245,Spain,25.43
INV115112,NOTE696,Notebook A4,1,2023-01-18 23:40:42,26.74,C1480,Spain,26.74
INV115113,PHONEC885,Phone Charger,2,2022-02-17 22:31:40,13.44,C1948,Canada,26.88
INV115114,BOOK839,Technical Book,1,2022-11-15 17:04:14,37.12,C1749,Spain,37.12
INV115115,HEADPH576,Headphones,3,2023-12-08 07:21:59,33.04,C1787,United Kingdom,99.12
INV115116,LAMP647,Desk Lamp,1,2022-01-12 13:56:42,6.91,C2491,United Kingdom,6.91
INV115117,PHONEC774,Phone Charger,2,2021-10-22 21:46:39,9.01,C1066,United Kingdom,18.02
INV115118,USB490,Usb Flash Drive,1,2020-10-19 04:18:45,34.55,C1893,United Kingdom,34.55
INV115119,TSHIRT665,Company T-Shirt,2,2022-12-12 17:19:48,43.23,C1447,USA,86.46
INV115120,TSHIRT227,Company T-Shirt,3,2022-12-03 00:52:00,28.16,C1775,United Kingdom,84.48
INV115121,NOTE617,Notebook A4,3,2023-08-23 03:22:44,6.84,C2899,USA,20.52
INV115122,MUG411,Coffee Mug,3,2023-09-16 13:39:31,1.59,C2895,Belgium,4.7700000000000005
INV115123,MUG474,Coffee Mug,3,2020-10-26 01:50:18,5.88,C1009,Netherlands,17.64
INV115124,LAMP587,Desk Lamp,1,2021-10-23 23:09:07,24.07,C1659,Germany,24.07
INV115125,PEN328,"Pen, Blue Ink",1,2023-11-25 19:24:08,27.21,C2071,United Kingdom,27.21
INV115126,MUG780,Coffee Mug,2,2022-07-05 08:53:40,22.28,C1770,United Kingdom,44.56
INV115127,HEADPH546,Headphones,6,2022-03-22 00:35:27,14.89,C1369,United Kingdom,89.34
INV115128,PEN474,"Pen, Blue Ink",4,2022-03-25 05:17:16,33.58,C1933,France,134.32
INV115129,LAMP847,Desk Lamp,1,2020-06-13 17:09:44,4.08,C2904,Belgium,4.08
INV115130,BOOK733,Technical Book,3,2020-07-20 03:25:41,11.94,C1343,United Kingdom,35.82
INV115131,PEN547,"Pen, Blue Ink",3,2023-06-01 11:51:57,32.49,C2103,Canada,97.47
INV115132,BOOK724,Technical Book,3,2023-08-20 20:51:42,29.55,C2612,Germany,88.65
INV115133,BAG541,Reusable Bag,4,2020-10-10 07:03:55,17.85,C1370,United Kingdom,71.4
INV115134,BAG803,Reusable Bag,3,2022-03-29 12:22:58,1.61,C2889,Australia,4.83
INV115135,PEN849,"Pen, Blue Ink",1,2020-06-16 20:29:27,21.7,C2949,United Kingdom,21.7
INV115136,NOTE123,Notebook A4,5,2020-07-02 06:11:41,14.24,C1244,United Kingdom,71.2
INV115137,HEADPH216,Headphones,1,2020-12-12 06:28:31,15.95,C1290,United Kingdom,15.95
INV115138,NOTE784,Notebook A4,3,2022-09-27 10:45:14,15.64,C2954,Australia,46.92
INV115139,LAMP660,Desk Lamp,2,2023-05-01 08:06:27,8.89,C1195,United Kingdom,17.78
INV115140,HEADPH385,Headphones,1,2021-05-11 08:09:10,38.98,C2352,United Kingdom,38.98
INV115141,LAMP651,Desk Lamp,2,2023-12-28 12:12:53,1.57,C1032,United Kingdom,3.14
INV115142,TSHIRT289,Company T-Shirt,1,2022-06-13 21:18:56,24.5,C1655,United Kingdom,24.5
INV115143,BOOK363,Technical Book,4,2022-05-29 05:03:50,16.1,C1285,United Kingdom,64.4
INV115144,LAMP939,Desk Lamp,2,2022-05-19 13:42:21,43.75,C2489,United Kingdom,87.5
INV115145,HEADPH777,Headphones,4,2021-07-21 04:47:28,51.59,C1035,USA,206.36
INV115146,BAG739,Reusable Bag,1,2022-10-24 22:51:43,25.75,C1417,United Kingdom,25.75
INV115147,PHONEC289,Phone Charger,1,2020-02-25 00:20:18,10.99,C1303,Spain,10.99
INV115148,HEADPH893,Headphones,4,2020-04-22 23:01:23,42.48,C2315,Spain,169.92
INV115149,BOOK924,Technical Book,1,2020-02-13 22:43:26,22.69,C2389,France,22.69
INV115150,BAG167,Reusable Bag,2,2020-05-26 10:24:23,9.13,C2814,United Kingdom,18.26
INV115151,BAG263,Reusable Bag,1,2022-03-08 04:05:52,1.38,C1502,United Kingdom,1.38
INV115152,BAG661,Reusable Bag,1,2023-01-26 03:18:39,35.62,C1445,Australia,35.62
INV115153,TSHIRT697,Company T-Shirt,1,2023-09-29 23:48:05,53.06,C1703,United Kingdom,53.06
INV115154,NOTE261,Notebook A4,4,2023-11-10 12:15:18,18.63,C1719,Belgium,74.52
INV115155,USB549,Usb Flash Drive,3,2023-02-22 20:55:58,7.57,C2085,France,22.71
INV115156,BOOK330,Technical Book,1,2022-07-24 02:45:31,10.87,C1043,Canada,10.87
INV115157,BAG693,Reusable Bag,1,2022-07-11 00:35:10,14.78,C2775,United Kingdom,14.78
INV115158,NOTE500,Notebook A4,4,2021-05-06 11:15:07,6.79,C1487,United Kingdom,27.16
INV115159,BAG819,Reusable Bag,2,2023-05-21 00:21:48,58.23,C2872,France,116.46
INV115160,BAG443,Reusable Bag,2,2021-03-29 21:02:51,33.68,C2384,Spain,67.36
INV115161,BAG932,Reusable Bag,2,2023-11-18 04:51:51,2.42,C2718,Australia,4.84
INV115162,PEN220,"Pen, Blue Ink",3,2023-06-10 00:28:30,46.39,C1738,United Kingdom,139.17000000000002
INV115163,NOTE767,Notebook A4,1,2022-10-31 11:13:34,9.06,C2080,USA,9.06
INV115164,BAG406,Reusable Bag,1,2023-07-27 14:06:29,23.67,C2254,Netherlands,23.67
INV115165,PEN883,"Pen, Blue Ink",1,2021-05-20 01:54:01,6.41,C2779,USA,6.41
INV115166,LAMP768,Desk Lamp,1,2023-04-28 02:28:26,53.06,C1953,Canada,53.06
INV115167,TSHIRT855,Company T-Shirt,1,2022-04-16 20:21:01,13.61,C1415,United Kingdom,13.61
INV115168,PEN505,"Pen, Blue Ink",1,2022-02-25 12:37:33,14.23,C2285,France,14.23
INV115169,HEADPH242,Headphones,2,2021-09-29 17:10:58,14.09,C1229,Spain,28.18
INV115170,MUG969,Coffee Mug,1,2021-03-09 11:03:35,11.79,C1993,Germany,11.79
INV115171,PHONEC608,Phone Charger,1,2023-01-24 16:00:44,6.41,C1889,United Kingdom,6.41
INV115172,USB661,Usb Flash Drive,5,2023-08-04 07:13:31,30.52,C2586,Netherlands,152.6
INV115173,LAMP824,Desk Lamp,2,2023-11-13 17:42:09,2.9,C2125,Germany,5.8
INV115174,BAG228,Reusable Bag,3,2021-09-05 23:32:52,18.92,C1910,Germany,56.760000000000005
INV115175,PEN795,"Pen, Blue Ink",4,2022-11-11 22:20:12,50.59,C2847,United Kingdom,202.36
INV115176,BOOK238,Technical Book,2,2023-05-24 18:23:22,41.41,C1222,United Kingdom,82.82
INV115177,BAG890,Reusable Bag,3,2022-10-17 20:59:19,36.54,C2751,United Kingdom,109.62
INV115178,BAG796,Reusable Bag,4,2021-09-09 04:52:15,43.78,C1761,United Kingdom,175.12
INV115179,USB614,Usb Flash Drive,2,2022-04-21 14:47:18,17.15,C1059,United Kingdom,34.3
INV115180,BAG505,Reusable Bag,4,2022-01-04 06:15:25,15.5,C1934,United Kingdom,62.0
INV115181,BOOK736,Technical Book,2,2021-12-23 06:25:29,40.36,C2968,United Kingdom,80.72
INV115182,PHONEC348,Phone Charger,2,2020-01-16 13:37:31,6.8,C2738,United Kingdom,13.6
INV115183,PEN221,"Pen, Blue Ink",-2,2021-02-02 14:27:49,18.61,C2901,United Kingdom,-37.22
INV115184,TSHIRT747,Company T-Shirt,1,2023-07-07 15:49:54,45.02,C1033,Australia,45.02
INV115185,USB123,Usb Flash Drive,1,2020-08-11 00:04:44,32.78,C2691,France,32.78
INV115186,LAMP147,Desk Lamp,1,2021-11-30 00:07:08,4.48,C2154,Spain,4.48
INV115187,PHONEC504,Phone Charger,2,2022-08-19 06:10:29,2.19,C2631,United Kingdom,4.38
INV115188,MUG527,Coffee Mug,1,2022-07-09 03:42:21,25.78,C1857,France,25.78
INV115189,MUG687,Coffee Mug,1,2020-01-20 13:09:12,24.49,C1718,United Kingdom,24.49
INV115190,USB478,Usb Flash Drive,1,2021-06-22 02:51:03,6.12,C2562,USA,6.12
INV115191,MUG607,Coffee Mug,1,2021-04-26 21:05:07,10.27,C2497,France,10.27
INV115192,HEADPH765,Headphones,1,2021-08-02 05:25:51,23.93,C1515,United Kingdom,23.93
INV115193,NOTE824,Notebook A4,3,2023-07-02 21:09:30,12.96,C2204,France,38.88
INV115194,HEADPH433,Headphones,2,2021-09-25 15:36:15,11.38,C2823,USA,22.76
INV115195,TSHIRT487,Company T-Shirt,3,2022-05-17 13:37:44,14.31,C2090,Australia,42.93
INV115196,NOTE912,Notebook A4,4,2022-03-21 01:04:38,49.55,C2523,United Kingdom,198.2
INV115197,PHONEC623,Phone Charger,3,2023-09-17 20:09:57,28.29,C2316,France,84.87
INV115198,PHONEC671,Phone Charger,3,2023-03-18 17:36:12,39.64,C1528,United Kingdom,118.92
INV115199,TSHIRT229,Company T-Shirt,1,2020-08-03 17:58:49,14.45,C2252,United Kingdom,14.45
INV115200,USB664,Usb Flash Drive,5,2020-09-30 18:53:58,1.37,C1463,Germany,6.8500000000000005
INV115201,PHONEC264,Phone Charger,2,2020-01-22 19:16:17,14.84,C2862,United Kingdom,29.68
INV115202,TSHIRT778,Company T-Shirt,1,2021-01-29 01:23:12,13.03,C1199,USA,13.03
INV115203,MUG768,Coffee Mug,1,2020-03-22 00:25:18,44.41,C1715,Canada,44.41
INV115204,LAMP738,Desk Lamp,1,2023-11-16 18:48:40,9.99,C2954,Australia,9.99
INV115205,BOOK146,Technical Book,3,2023-03-21 19:55:43,12.77,C1331,USA,38.31
INV115206,MUG367,Coffee Mug,2,2021-10-09 08:36:37,4.89,C2112,United Kingdom,9.78
INV115207,PEN554,"Pen, Blue Ink",1,2023-04-16 21:19:27,19.45,C2345,United Kingdom,19.45
INV115208,USB872,Usb Flash Drive,2,2023-08-24 01:20:46,10.72,C2032,United Kingdom,21.44
INV115209,NOTE766,Notebook A4,1,2021-05-25 04:17:19,5.1,C1784,United Kingdom,5.1
INV115210,HEADPH778,Headphones,1,2022-12-16 19:26:17,24.77,C1248,Australia,24.77
INV115211,PHONEC188,Phone Charger,5,2023-10-11 22:49:16,28.35,C2095,United Kingdom,141.75
INV115212,BOOK726,Technical Book,3,2022-05-15 14:39:27,23.17,C1376,USA,69.51
INV115213,MUG998,Coffee Mug,3,2020-11-24 08:36:29,22.92,C1549,USA,68.76
INV115214,PHONEC419,Phone Charger,5,2021-08-11 11:05:15,15.29,C1466,United Kingdom,76.44999999999999
INV115215,HEADPH409,Headphones,1,2023-03-09 11:32:20,38.97,C1186,USA,38.97
INV115216,HEADPH551,Headphones,2,2020-05-17 03:01:53,28.99,C1753,United Kingdom,57.98
INV115217,LAMP817,Desk Lamp,3,2021-06-08 23:26:01,18.13,C1603,United Kingdom,54.39
INV115218,NOTE495,Notebook A4,4,2022-01-14 07:00:18,24.89,C2299,Netherlands,99.56
INV115219,USB990,Usb Flash Drive,1,2020-05-27 23:21:44,39.05,C1527,United Kingdom,39.05
INV115220,BAG254,Reusable Bag,4,2020-05-31 08:20:47,13.07,C2540,Netherlands,52.28
INV115221,PHONEC922,Phone Charger,1,2020-08-12 13:43:32,25.48,C2402,United Kingdom,25.48
INV115222,TSHIRT468,Company T-Shirt,1,2023-04-09 03:47:03,6.95,C1081,Spain,6.95
INV115223,PEN230,"Pen, Blue Ink",3,2020-04-29 17:42:57,36.43,C1222,United Kingdom,109.28999999999999
INV115224,BOOK172,Technical Book,1,2022-11-15 12:48:14,16.98,C1955,United Kingdom,16.98
INV115225,TSHIRT959,Company T-Shirt,3,2020-04-26 23:19:51,26.16,C2931,Germany,78.48
INV115226,PEN882,"Pen, Blue Ink",1,2021-11-20 20:04:09,13.05,C1068,United Kingdom,13.05
INV115227,TSHIRT205,Company T-Shirt,1,2021-08-25 12:38:09,5.06,C2988,United Kingdom,5.06
INV115228,PHONEC900,Phone Charger,4,2020-12-16 17:33:34,21.06,C1275,France,84.24
INV115229,TSHIRT735,Company T-Shirt,3,2020-11-23 19:29:24,19.33,C2273,United Kingdom,57.989999999999995
INV115230,BOOK930,Technical Book,2,2022-06-04 10:19:47,10.16,C1225,United Kingdom,20.32
INV115231,MUG637,Coffee Mug,2,2023-10-05 09:49:24,18.83,C1974,United Kingdom,37.66
INV115232,MUG429,Coffee Mug,2,2021-10-08 21:53:01,43.09,C2628,United Kingdom,86.18
INV115233,PHONEC211,Phone Charger,1,2022-01-19 22:38:26,24.09,C2431,France,24.09
INV115234,BAG460,Reusable Bag,3,2021-02-26 18:10:41,3.53,C2995,Spain,10.59
INV115235,BAG475,Reusable Bag,2,2021-04-02 09:18:27,39.25,C2580,United Kingdom,78.5
INV115236,BAG190,Reusable Bag,3,2023-01-27 19:24:38,3.64,C1383,Canada,10.92
INV115237,BOOK492,Technical Book,1,2023-04-25 09:12:12,30.22,C1228,Canada,30.22
INV115238,USB898,Usb Flash Drive,3,2022-06-04 20:27:28,30.53,C2568,Spain,91.59
INV115239,MUG936,Coffee Mug,2,2023-05-21 22:52:30,28.4,C2540,Netherlands,56.8
INV115240,HEADPH132,Headphones,3,2022-04-12 18:54:06,26.75,C2324,Australia,80.25
INV115241,HEADPH553,Headphones,1,2023-09-18 20:46:23,8.84,C1675,Australia,8.84
INV115242,NOTE431,Notebook A4,1,2021-01-23 03:23:06,38.42,C2295,United Kingdom,38.42
INV115243,BAG771,Reusable Bag,3,2022-05-16 18:09:23,37.28,C1856,United Kingdom,111.84
INV115244,NOTE936,Notebook A4,3,2021-03-20 15:47:46,5.4,C1309,United Kingdom,16.200000000000003
INV115245,LAMP382,Desk Lamp,2,2021-08-06 21:29:05,16.5,C1302,Germany,33.0
INV115246,MUG418,Coffee Mug,1,2022-10-18 04:55:16,43.38,C1952,United Kingdom,43.38
INV115247,HEADPH701,Headphones,2,2022-03-09 21:49:38,18.21,C2365,United Kingdom,36.42
INV115248,HEADPH207,Headphones,3,2021-10-02 02:27:05,36.82,C2580,United Kingdom,110.46000000000001
INV115249,LAMP834,Desk Lamp,1,2021-05-26 07:21:52,45.68,C2082,United Kingdom,45.68
INV115250,BAG936,Reusable Bag,1,2023-06-17 20:36:38,42.03,C2540,Netherlands,42.03
INV115251,NOTE604,Notebook A4,5,2021-09-30 09:53:29,17.89,C1061,United Kingdom,89.45
INV115252,LAMP607,Desk Lamp,2,2023-03-20 16:41:23,41.63,C2952,Germany,83.26
INV115253,LAMP379,Desk Lamp,1,2021-06-13 22:54:45,29.56,C1154,Australia,29.56
INV115254,LAMP369,Desk Lamp,2,2022-03-15 02:51:34,43.09,C1745,Canada,86.18
INV115255,HEADPH186,Headphones,2,2022-07-18 11:14:52,32.09,C2256,United Kingdom,64.18
INV115256,NOTE358,Notebook A4,2,2020-10-18 13:51:04,11.18,C1576,United Kingdom,22.36
INV115257,BAG712,Reusable Bag,2,2022-01-11 04:55:23,7.38,C1666,United Kingdom,14.76
INV115258,MUG701,Coffee Mug,3,2022-08-05 14:46:14,37.71,C1356,United Kingdom,113.13
INV115259,PEN284,"Pen, Blue Ink",2,2021-10-28 16:33:44,6.91,C1390,Australia,13.82
INV115260,TSHIRT232,Company T-Shirt,1,2021-11-21 08:03:12,11.92,C1882,United Kingdom,11.92
INV115261,BOOK579,Technical Book,2,2023-06-19 02:46:56,41.55,C1188,France,83.1
INV115262,LAMP754,Desk Lamp,2,2023-03-02 08:05:00,31.1,C1527,United Kingdom,62.2
INV115263,USB270,Usb Flash Drive,2,2023-08-09 05:55:52,7.33,C1569,United Kingdom,14.66
INV115264,LAMP920,Desk Lamp,4,2020-07-23 18:49:59,39.16,C2946,United Kingdom,156.64
INV115265,TSHIRT156,Company T-Shirt,2,2022-10-03 01:51:01,34.4,C1643,United Kingdom,68.8
INV115266,PHONEC342,Phone Charger,1,2022-12-19 17:38:45,38.03,C1851,Belgium,38.03
INV115267,MUG768,Coffee Mug,3,2023-02-26 15:11:43,41.14,C1009,Netherlands,123.42
INV115268,USB352,Usb Flash Drive,3,2022-04-16 23:34:28,24.31,C2671,Canada,72.92999999999999
INV115269,TSHIRT563,Company T-Shirt,1,2020-04-08 21:04:07,23.54,C1800,Netherlands,23.54
INV115270,PHONEC187,Phone Charger,1,2020-11-25 16:08:22,1.07,C2540,Netherlands,1.07
INV115271,PHONEC874,Phone Charger,1,2023-01-30 06:25:02,26.75,C1326,Germany,26.75
INV115272,BAG849,Reusable Bag,2,2020-09-08 00:42:52,32.76,C1840,United Kingdom,65.52
INV115273,PHONEC482,Phone Charger,2,2022-07-22 06:16:38,18.39,C2543,United Kingdom,36.78
INV115274,PEN888,"Pen, Blue Ink",1,2022-06-20 17:56:42,6.03,C1613,United Kingdom,6.03
INV115275,PHONEC984,Phone Charger,3,2020-05-30 15:07:35,24.32,C2103,Canada,72.96000000000001
INV115276,PEN267,"Pen, Blue Ink",5,2021-07-25 07:51:40,12.57,C2907,United Kingdom,62.85
INV115277,MUG323,Coffee Mug,2,2022-08-03 17:40:14,11.78,C1187,Germany,23.56
INV115278,HEADPH794,Headphones,1,2021-08-29 06:07:41,54.97,C1932,Australia,54.97
INV115279,TSHIRT657,Company T-Shirt,2,2021-01-22 17:24:37,32.63,C2237,France,65.26
INV115280,MUG572,Coffee Mug,1,2021-07-06 05:02:42,10.96,C1963,United Kingdom,10.96
INV115281,NOTE810,Notebook A4,1,2021-07-12 00:54:38,14.63,C2600,United Kingdom,14.63
INV115282,PEN108,"Pen, Blue Ink",1,2021-11-09 19:52:48,27.1,C2705,United Kingdom,27.1
INV115283,LAMP319,Desk Lamp,1,2023-07-31 13:27:43,30.07,C2903,United Kingdom,30.07
INV115284,TSHIRT482,Company T-Shirt,1,2022-06-22 01:43:40,3.79,C2812,United Kingdom,3.79
INV115285,TSHIRT982,Company T-Shirt,4,2023-01-31 20:12:55,31.81,C2296,United Kingdom,127.24
INV115286,BAG136,Reusable Bag,4,2023-12-08 09:50:42,32.38,C1692,France,129.52
INV115287,BAG750,Reusable Bag,4,2021-01-03 19:34:21,1.03,C2293,Netherlands,4.12
INV115288,PHONEC340,Phone Charger,2,2022-11-13 20:53:48,6.07,C1770,United Kingdom,12.14
INV115289,PHONEC591,Phone Charger,3,2020-05-13 23:12:29,40.92,C2725,United Kingdom,122.76
INV115290,PEN246,"Pen, Blue Ink",1,2023-01-28 06:48:02,27.81,C2951,United Kingdom,27.81
INV115291,PHONEC374,Phone Charger,2,2020-09-02 20:35:12,6.28,C2708,Spain,12.56
INV115292,TSHIRT568,Company T-Shirt,2,2023-03-10 17:28:33,27.29,C1415,United Kingdom,54.58
INV115293,LAMP493,Desk Lamp,3,2021-05-22 07:41:02,8.13,C2306,Belgium,24.39
INV115294,BAG664,Reusable Bag,1,2022-01-01 18:43:07,37.68,C2111,United Kingdom,37.68
INV115295,TSHIRT788,Company T-Shirt,3,2023-04-05 01:10:38,2.6,C1698,United Kingdom,7.800000000000001
